LID,Volume,Name,Type,Subtype,Current Country,Latitude,Longitude,Location Accuracy
2909,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 1,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Ukraine,49.6021,34.4870,Exact
2910,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 10,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Lithuania,54.6832,25.2830,Exact
2911,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 11,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Moldova,47.7673,27.9169,Exact
2912,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 12,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Romania,43.9013,25.9741,Exact
2913,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 13,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Russia,56.8262,30.1440,Exact
2914,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 14,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Russia,57.6502,32.4670,Exact
2915,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 15,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Ukraine,48.3562,38.0250,Exact
2916,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 16,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Ukraine,48.7502,30.2170,Exact
2917,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 17,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Russia,58.9540,31.0620,Exact
2918,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 18,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Russia,59.3502,31.2501,Exact
2919,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 19,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,53.1502,29.2330,Exact
2920,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 2,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,53.8842,27.5800,Exact
2921,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 20,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,54.2332,28.5000,Exact
2922,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 21,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,54.3620,29.9710,Exact
2923,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 22,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Poland,49.3000,19.9670,Exact
2924,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 23,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Netherlands,52.1330,5.3660,Exact
2925,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 3,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,52.2172,24.3670,Exact
2926,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 32,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Poland,54.3670,18.6330,Exact
2927,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 33,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Poland,54.3670,18.6330,Exact
2928,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 34,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Germany,48.1330,11.5670,Exact
2929,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 38,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Poland,52.2330,21.0170,Exact
2930,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 4,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Ukraine,50.3702,24.0005,Exact
2931,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 5,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Ukraine,50.0832,29.9170,Exact
2932,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 59,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),France,48.5800,7.7500,Exact
2933,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 6,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,55.5340,30.4266,Exact
2934,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 60,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Germany,50.6450,7.2270,Exact
2935,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 62,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),France,48.5800,7.7500,Exact
2936,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 65,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Italy,45.0670,7.7000,Exact
2937,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 7,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Belarus,54.4982,26.9260,Exact
2938,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 8,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Lithuania,54.6832,25.2830,Exact
2939,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) 9,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Poland,53.0972,23.6570,Exact
2940,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) BRESLAU,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Poland,51.1270,16.8520,Exact
2941,4,ARMEE-GEFANGENENSAMMELSTELLE (AGSSt) SAMLAND,Wehrmacht Prisoner of War Camp (POW Camp),AGSSt (Armee-Gefangensammelstelle),Russia,54.9700,20.5162,Exact
2942,4,AÏN ZAMMIT,Tunisia Wehrmacht Camps,Unknown,Tunisia,36.9010,9.6900,Exact
2943,4,BIR M'CHERGA,Tunisia Wehrmacht Camps,Unknown,Tunisia,36.5200,9.9600,Exact
2944,4,BIZERTE,Tunisia Wehrmacht Camps,Unknown,Tunisia,37.2711,9.8621,Exact
2945,4,BOUCHA,Tunisia Wehrmacht Camps,Unknown,Tunisia,36.0330,9.7000,Exact
2946,4,CAP SERRAT,Tunisia Wehrmacht Camps,Unknown,Tunisia,37.1430,9.1310,Exact
2947,4,CHEYLUS,Tunisia Wehrmacht Camps,Unknown,Tunisia,36.5900,9.9940,Exact
2948,4,DRIJA,Tunisia Wehrmacht Camps,Unknown,Tunisia,36.0700,9.7190,Exact
2949,4,DURCHGANGSLAGER (DULAG) 100,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Lithuania,54.9015,23.9755,Exact
2950,4,DURCHGANGSLAGER (DULAG) 101,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,59.4330,29.4830,Exact
2951,4,DURCHGANGSLAGER (DULAG) 102,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,50.5830,27.6330,Exact
2952,4,DURCHGANGSLAGER (DULAG) 110,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,58.0000,31.3330,Exact
2953,4,DURCHGANGSLAGER (DULAG) 111,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,52.0830,21.1170,Exact
2954,4,DURCHGANGSLAGER (DULAG) 112,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,50.7500,33.4670,Exact
2955,4,DURCHGANGSLAGER (DULAG) 120,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,46.6330,32.5830,Exact
2956,4,DURCHGANGSLAGER (DULAG) 121,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,52.1730,20.8076,Exact
2957,4,DURCHGANGSLAGER (DULAG) 123,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,45.7090,34.3930,Exact
2958,4,DURCHGANGSLAGER (DULAG) 124,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,51.4330,14.2500,Exact
2959,4,DURCHGANGSLAGER (DULAG) 125,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,53.0230,34.4390,Exact
2960,4,DURCHGANGSLAGER (DULAG) 126,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,54.7870,32.0620,Exact
2961,4,DURCHGANGSLAGER (DULAG) 127,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,51.2000,20.4170,Exact
2962,4,DURCHGANGSLAGER (DULAG) 130,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,53.9380,32.8140,Exact
2963,4,DURCHGANGSLAGER (DULAG) 131,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,52.4330,20.6830,Exact
2964,4,DURCHGANGSLAGER (DULAG) 132,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Italy,44.8870,11.0670,Exact
2965,4,DURCHGANGSLAGER (DULAG) 134,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,45.0000,41.1170,Exact
2966,4,DURCHGANGSLAGER (DULAG) 135,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Croatia,45.8170,15.9830,Exact
2967,4,DURCHGANGSLAGER (DULAG) 137,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,47.8330,35.1670,Exact
2968,4,DURCHGANGSLAGER (DULAG) 140,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,59.3500,30.0830,Exact
2969,4,DURCHGANGSLAGER (DULAG) 142,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,53.2870,34.5020,Exact
2970,4,DURCHGANGSLAGER (DULAG) 150,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,58.0000,31.3330,Exact
2971,4,DURCHGANGSLAGER (DULAG) 151,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,48.4860,43.1670,Exact
2972,4,DURCHGANGSLAGER (DULAG) 152,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,47.8330,35.1670,Exact
2973,4,DURCHGANGSLAGER (DULAG) 154,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,54.3670,18.6330,Exact
2974,4,DURCHGANGSLAGER (DULAG) 155,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,48.2170,38.2000,Exact
2975,4,DURCHGANGSLAGER (DULAG) 160,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,49.7670,33.2670,Exact
2976,4,DURCHGANGSLAGER (DULAG) 161,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Croatia,45.8170,15.9830,Exact
2977,4,DURCHGANGSLAGER (DULAG) 162,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,48.0030,37.8050,Exact
2978,4,DURCHGANGSLAGER (DULAG) 170,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,49.6830,39.8500,Exact
2979,4,DURCHGANGSLAGER (DULAG) 171,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,50.0170,33.0000,Exact
2980,4,DURCHGANGSLAGER (DULAG) 172,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,48.5330,37.7170,Exact
2981,4,DURCHGANGSLAGER (DULAG) 180,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,48.3280,37.2890,Exact
2982,4,DURCHGANGSLAGER (DULAG) 181,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,44.6000,33.5330,Exact
2983,4,DURCHGANGSLAGER (DULAG) 182,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,47.5670,35.7830,Exact
2984,4,DURCHGANGSLAGER (DULAG) 183,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,45.1860,36.7910,Exact
2985,4,DURCHGANGSLAGER (DULAG) 184,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,55.2000,34.2830,Exact
2986,4,DURCHGANGSLAGER (DULAG) 185,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Croatia,45.8170,15.9830,Exact
2987,4,DURCHGANGSLAGER (DULAG) 190,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,47.7830,38.4830,Exact
2988,4,DURCHGANGSLAGER (DULAG) 191,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,49.5890,34.5510,Exact
2989,4,DURCHGANGSLAGER (DULAG) 192,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,47.2330,39.7000,Exact
2990,4,DURCHGANGSLAGER (DULAG) 200,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,59.3670,28.6170,Exact
2991,4,DURCHGANGSLAGER (DULAG) 201,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,54.0530,10.0900,Exact
2992,4,DURCHGANGSLAGER (DULAG) 202,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,52.9830,17.7000,Exact
2993,4,DURCHGANGSLAGER (DULAG) 203,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Belarus,53.8651,30.3205,Exact
2994,4,DURCHGANGSLAGER (DULAG) 205,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,49.6021,34.4870,Exact
2995,4,DURCHGANGSLAGER (DULAG) 220,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Belarus,52.4450,30.9840,Exact
2996,4,DURCHGANGSLAGER (DULAG) 226,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Italy,42.8320,12.7780,Exact
2997,4,DURCHGANGSLAGER (DULAG) 230,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,55.6540,34.9210,Exact
2998,4,DURCHGANGSLAGER (DULAG) 231,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Ukraine,48.0440,30.8500,Exact
2999,4,DURCHGANGSLAGER (DULAG) 240,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,51.7830,19.4670,Exact
3000,4,DURCHGANGSLAGER (DULAG) 241,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,44.9520,34.1020,Exact
3001,4,DURCHGANGSLAGER (DULAG) 314,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Belarus,52.1330,23.6670,Exact
3002,4,DURCHGANGSLAGER (DULAG) 320,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,58.7330,29.8170,Exact
3003,4,DURCHGANGSLAGER (DULAG) 339,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Italy,45.1670,10.8000,Exact
3004,4,DURCHGANGSLAGER (DULAG) 375,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,59.6350,30.7580,Exact
3005,4,DURCHGANGSLAGER (DULAG) 376,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Lithuania,54.9011,23.9794,Exact
3006,4,DURCHGANGSLAGER (DULAG) 377,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Estonia,59.3500,26.9670,Exact
3007,4,DURCHGANGSLAGER (DULAG) 402,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),North Macedonia,41.0320,21.3350,Exact
3008,4,DURCHGANGSLAGER (DULAG) 404,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Croatia,45.1670,18.0170,Exact
3009,4,DURCHGANGSLAGER (DULAG) 413,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Serbia,43.3000,21.9000,Exact
3010,4,DURCHGANGSLAGER (DULAG) 420,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Serbia,44.8500,20.4000,Exact
3011,4,DURCHGANGSLAGER (DULAG) A,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,51.5020,15.2060,Exact
3012,4,DURCHGANGSLAGER (DULAG) ACHTYRKA,Prisoner of War Special Camps,Dulag (Durchgangslager),Ukraine,50.1920,34.9500,Exact
3013,4,DURCHGANGSLAGER (DULAG) B,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,52.5890,7.2080,Exact
3014,4,DURCHGANGSLAGER (DULAG) BLONIE,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,52.2000,20.6170,Exact
3015,4,DURCHGANGSLAGER (DULAG) BOCHNIA,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,49.9670,20.4330,Exact
3016,4,DURCHGANGSLAGER (DULAG) BORISPOL,Prisoner of War Special Camps,Dulag (Durchgangslager),Ukraine,50.3500,30.9500,Exact
3017,4,DURCHGANGSLAGER (DULAG) CHALONS-SUR-MARNE,Prisoner of War Special Camps,Dulag (Durchgangslager),France,48.9621,4.3609,Exact
3018,4,DURCHGANGSLAGER (DULAG) CORINTH,Prisoner of War Special Camps,Dulag (Durchgangslager),Greece,37.9330,22.9330,Exact
3019,4,DURCHGANGSLAGER (DULAG) D,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,51.8670,14.8170,Exact
3020,4,DURCHGANGSLAGER (DULAG) E/ DULAG II E,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,53.4660,16.4940,Exact
3021,4,DURCHGANGSLAGER (DULAG) F/(DULAG) VI F,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,51.8562,6.6518,Exact
3022,4,DURCHGANGSLAGER (DULAG) G,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,50.3830,8.0670,Exact
3023,4,DURCHGANGSLAGER (DULAG) GNEIXENDORF,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Austria,48.4330,15.6000,Exact
3024,4,DURCHGANGSLAGER (DULAG) H,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,48.8980,9.1920,Exact
3025,4,DURCHGANGSLAGER (DULAG) J,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Austria,47.9880,16.7020,Exact
3026,4,DURCHGANGSLAGER (DULAG) K,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,53.5830,20.2830,Exact
3027,4,DURCHGANGSLAGER (DULAG) KIELCE,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,50.8730,20.6320,Exact
3028,4,DURCHGANGSLAGER (DULAG) KRAKAU,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,50.0670,19.9330,Exact
3029,4,DURCHGANGSLAGER (DULAG) KURBATOVO,Prisoner of War Special Camps,Dulag (Durchgangslager),Russia,51.6470,38.5820,Exact
3030,4,DURCHGANGSLAGER (DULAG) L,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,53.3200,14.9800,Exact
3031,4,DURCHGANGSLAGER (DULAG) LOLLAR,Prisoner of War Special Camps,Dulag (Durchgangslager),Germany,50.6500,8.7040,Exact
3032,4,DURCHGANGSLAGER (DULAG) LUFT INSTERBURG,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Russia,54.6350,21.8120,Exact
3033,4,DURCHGANGSLAGER (DULAG) LUFT OST,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,50.5670,8.5000,Exact
3034,4,DURCHGANGSLAGER (DULAG) LUFT WEST,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Germany,50.2165,8.5537,Exact
3035,4,DURCHGANGSLAGER (DULAG) MECHELN,Prisoner of War Special Camps,Dulag (Durchgangslager),Belgium,51.0170,4.4670,Exact
3036,4,DURCHGANGSLAGER (DULAG) NEUBREISACH,Prisoner of War Special Camps,Dulag (Durchgangslager),France,48.0180,7.5290,Exact
3037,4,DURCHGANGSLAGER (DULAG) ÖHRINGEN,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,50.2920,18.7070,Exact
3038,4,DURCHGANGSLAGER (DULAG) REICHSHOF,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,50.0330,22.0000,Exact
3039,4,DURCHGANGSLAGER (DULAG) SASSNITZ,Prisoner of War Special Camps,Dulag (Durchgangslager),Germany,54.5160,13.6410,Exact
3040,4,DURCHGANGSLAGER (DULAG) SCHILDBERG,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,51.4170,17.9330,Exact
3041,4,DURCHGANGSLAGER (DULAG) SOLDAU,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,53.2330,20.1830,Exact
3042,4,DURCHGANGSLAGER (DULAG) TARNOW,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,50.0130,20.9890,Exact
3043,4,DURCHGANGSLAGER (DULAG) VIII-A,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,51.1215,15.0100,Exact
3044,4,DURCHGANGSLAGER (DULAG) VIII-B,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Poland,50.5388,17.5587,Exact
3045,4,DURCHGANGSLAGER (DULAG) WADOWICE,Prisoner of War Special Camps,Dulag (Durchgangslager),Poland,49.8830,19.4830,Exact
3046,4,DURCHGANGSLAGER (DULAG) WEST,Prisoner of War Special Camps,Dulag (Durchgangslager),Germany,50.5670,8.5000,Exact
3047,4,DURCHGANGSLAGER (DULAG) XVII / DULAG DÖLLERSHEIM,Wehrmacht Prisoner of War Camp (POW Camp),Dulag (Durchgangslager),Austria,48.6560,15.3120,Exact
3048,4,EL-GUETTAR (El QUETTAR),Tunisia Wehrmacht Camps,Unknown,Tunisia,34.3370,8.9530,Exact
3049,4,FLÜCHTLINGSLAGER (FL) KALATSCH,Prisoner of War Special Camps,KGL (Kriegsgefangenenlager),Russia,50.4170,41.0000,Exact
3050,4,FLÜCHTLINGSLAGER (FL) TSCHIR,Prisoner of War Special Camps,KGL (Kriegsgefangenenlager),Russia,48.4900,43.1700,Exact
3051,4,FRONTSTAMMLAGER (FRONTSTALAG) 100,Frontstammlager,Unknown,Russia,55.0830,21.8830,Exact
3052,4,FRONTSTAMMLAGER (FRONTSTALAG) 101,Frontstammlager,Unknown,Russia,55.0830,21.8830,Exact
3053,4,FRONTSTAMMLAGER (FRONTSTALAG) 102,Frontstammlager,Unknown,France,50.6411,3.0444,Exact
3054,4,FRONTSTAMMLAGER (FRONTSTALAG) 110,Frontstammlager,Unknown,Belgium,50.8500,4.3500,Exact
3055,4,FRONTSTAMMLAGER (FRONTSTALAG) 111,Frontstammlager,Unknown,France,48.9198,2.4551,Exact
3056,4,FRONTSTAMMLAGER (FRONTSTALAG) 112,Frontstammlager,Unknown,Germany,53.5219,13.2918,Exact
3057,4,FRONTSTAMMLAGER (FRONTSTALAG) 120,Frontstammlager,Unknown,France,48.2945,6.1100,Exact
3058,4,FRONTSTAMMLAGER (FRONTSTALAG) 121,Frontstammlager,Unknown,France,48.1556,6.4591,Exact
3059,4,FRONTSTAMMLAGER (FRONTSTALAG) 122,Frontstammlager,Unknown,France,48.1234,5.1427,Exact
3060,4,FRONTSTAMMLAGER (FRONTSTALAG) 123,Frontstammlager,Unknown,France,47.8501,5.3276,Exact
3061,4,FRONTSTAMMLAGER (FRONTSTALAG) 124,Frontstammlager,Unknown,France,48.2997,4.0792,Exact
3062,4,FRONTSTAMMLAGER (FRONTSTALAG) 125,Frontstammlager,Unknown,France,48.5448,2.6558,Exact
3063,4,FRONTSTAMMLAGER (FRONTSTALAG) 126,Frontstammlager,Unknown,France,48.4542,2.0600,Exact
3064,4,FRONTSTAMMLAGER (FRONTSTALAG) 127,Frontstammlager,Unknown,Poland,51.0170,15.6720,Exact
3065,4,FRONTSTAMMLAGER (FRONTSTALAG) 130,Frontstammlager,Unknown,France,49.8870,2.3124,Exact
3066,4,FRONTSTAMMLAGER (FRONTSTALAG) 131,Frontstammlager,Unknown,France,49.1095,-1.0922,Exact
3067,4,FRONTSTAMMLAGER (FRONTSTALAG) 132,Frontstammlager,Unknown,France,48.3030,-0.6140,Exact
3068,4,FRONTSTAMMLAGER (FRONTSTALAG) 133,Frontstammlager,Unknown,France,47.9154,1.8975,Exact
3069,4,FRONTSTAMMLAGER (FRONTSTALAG) 134,Frontstammlager,Unknown,Germany,52.6370,9.2260,Exact
3070,4,FRONTSTAMMLAGER (FRONTSTALAG) 135,Frontstammlager,Unknown,France,47.9761,-4.1113,Exact
3071,4,FRONTSTAMMLAGER (FRONTSTALAG) 137,Frontstammlager,Unknown,France,47.7452,6.8252,Exact
3072,4,FRONTSTAMMLAGER (FRONTSTALAG) 140,Frontstammlager,Unknown,France,47.6359,6.8749,Exact
3073,4,FRONTSTAMMLAGER (FRONTSTALAG) 141,Frontstammlager,Unknown,France,47.6204,6.1511,Exact
3074,4,FRONTSTAMMLAGER (FRONTSTALAG) 142,Frontstammlager,Unknown,France,47.2501,5.9747,Exact
3075,4,FRONTSTAMMLAGER (FRONTSTALAG) 150,Frontstammlager,Unknown,Belgium,50.7571,6.1321,Exact
3076,4,FRONTSTAMMLAGER (FRONTSTALAG) 151,Frontstammlager,Unknown,Belgium,50.7571,6.1321,Exact
3077,4,FRONTSTAMMLAGER (FRONTSTALAG) 152,Frontstammlager,Unknown,France,48.1670,2.2483,Exact
3078,4,FRONTSTAMMLAGER (FRONTSTALAG) 153,Frontstammlager,Unknown,France,47.9154,1.8975,Exact
3079,4,FRONTSTAMMLAGER (FRONTSTALAG) 154,Frontstammlager,Unknown,France,47.0128,3.0761,Exact
3080,4,FRONTSTAMMLAGER (FRONTSTALAG) 155,Frontstammlager,Unknown,France,47.2727,5.0839,Exact
3081,4,FRONTSTAMMLAGER (FRONTSTALAG) 160,Frontstammlager,Unknown,France,48.5909,6.5113,Exact
3082,4,FRONTSTAMMLAGER (FRONTSTALAG) 161,Frontstammlager,Unknown,France,48.6942,6.1006,Exact
